event_id,timestamp,principal_id,principal_type,action,resource_id,resource_type,region,tags_present,tag_count,public_ip,privilege_level,namespace,ttl_minutes,source_ip,user_agent,correlation_id
evt-8fe4591f196d,2024-06-02T09:39:22Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,GetObject,vol-9174f1361afa,volume,eu-west-1,True,1,39.0.19.171,medium,cicd,26,39.168.200.148,terraform/1.5,corr-56a01c07bd7d4a9b
evt-87cab2060e27,2024-06-29T09:25:04Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,CreateVolume,i-7a3807a9a683,spot_instance,eu-west-1,True,5,68.89.192.168,low,cicd,17,151.39.128.97,terraform/1.5,corr-453bf738b708495f
evt-61bc4f46165d,2024-06-10T16:28:04Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,GetObject,bucket-ec320700f489,s3_bucket,eu-west-1,True,8,,low,cicd,35,112.81.249.249,kubectl/1.28,corr-5eefd783a87649c7
evt-adde777a4c7d,2024-06-30T10:41:03Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,RunInstances,bucket-eae229743fb5,s3_bucket,ap-southeast-1,True,1,,medium,monitoring,9,166.151.255.106,boto3/1.28,corr-b585f63b3d7e4a10
evt-c70709b466a6,2024-06-08T14:44:21Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,PutObject,i-2b086b08b326,spot_instance,us-west-2,True,4,172.248.250.204,medium,analytics,89,154.182.246.76,kubectl/1.28,corr-229d7e26c4d94461
evt-2e5a59e33b28,2024-06-20T15:37:04Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,PutObject,i-9c22a0986f8e,ec2_instance,eu-west-1,True,1,,low,cicd,4,212.21.125.133,kubectl/1.28,corr-64d1d74e99764a1f
evt-6c782be8a7a6,2024-06-08T09:27:47Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,ListBuckets,i-3e9b15df3506,ec2_instance,eu-west-1,True,5,65.199.183.18,low,staging,78,20.123.159.103,terraform/1.5,corr-692d6d7170b047ba
evt-f5617f41e3f3,2024-06-26T16:31:06Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,RunInstances,bucket-efa1825c54cf,s3_bucket,us-west-2,True,1,,medium,production,6,83.97.106.240,terraform/1.5,corr-d40fed836c7547bf
evt-c46b37136f49,2024-06-14T12:59:55Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,RunInstances,bucket-b1470dd8d053,s3_bucket,eu-west-1,True,3,,low,analytics,6,3.154.215.170,github-actions/2.0,corr-66a44755d69e4a79
evt-48647ec53016,2024-06-21T00:44:04Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,RunInstances,i-2d1c633367c9,spot_instance,us-west-2,False,0,,high,cicd,25,148.99.196.127,github-actions/2.0,corr-2e0c9ceade3648c2
evt-6dc50340c7e2,2024-06-27T00:07:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-957ff56bb8b5,spot_instance,ap-southeast-1,True,7,228.8.123.53,high,production,20,153.17.228.154,aws-cli/2.13,corr-a333f8c702f244ba
evt-224aa47b89c1,2024-06-03T03:50:17Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-ccbe663cb0c9,spot_instance,ap-southeast-1,False,0,243.19.155.127,high,production,16,61.69.198.117,aws-cli/2.13,corr-26d2b5b4a08649dc
evt-c1a39c12b858,2024-06-17T14:06:25Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,CreateVolume,bucket-36a581e06a99,s3_bucket,eu-west-1,True,7,,low,cicd,50,28.243.223.100,jenkins/2.414,corr-9301ac566baf4e71
evt-eaf2d7ea842d,2024-06-15T15:07:41Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,CreateVolume,bucket-ad9edc07b496,s3_bucket,eu-west-1,True,3,,medium,dev,33,205.150.7.117,aws-cli/2.13,corr-290761a7ca434219
evt-7cf0973cf8b2,2024-06-18T11:29:50Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,AssumeRole,i-888896def63e,ec2_instance,us-west-2,True,2,34.155.31.54,medium,staging,49,150.244.237.26,boto3/1.28,corr-618a36d73cb047fe
evt-8b2b0d78ba28,2024-06-26T20:07:52Z,arn:aws:iam::123456789012:user/svc-92,IAMUser,ListBuckets,bucket-db4e9aeb01c2,s3_bucket,us-east-1,False,0,75.251.124.84,high,cicd,8,210.201.186.30,terraform/1.5,corr-fb0170e6ff4b47aa
evt-b92fa24b7b3e,2024-06-12T12:17:52Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,RunInstances,i-8e3e61e41539,spot_instance,us-east-1,True,4,,low,dev,4,139.58.244.189,boto3/1.28,corr-b3e8603ca2484770
evt-3644aed6bb1c,2024-06-14T14:28:46Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,GetObject,vol-b29ffd32b0b6,volume,eu-west-1,True,6,158.254.254.127,low,staging,38,60.148.99.1,jenkins/2.414,corr-d65c79f9ed91428d
evt-db4724a4ab03,2024-06-11T10:27:37Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,GetObject,vol-fc688e124121,volume,us-east-1,True,1,,low,analytics,16,120.109.122.124,boto3/1.28,corr-014b9249bc3b4ae3
evt-19496472e505,2024-06-05T12:57:51Z,arn:aws:iam::123456789012:user/dev-8,IAMUser,TerminateInstances,bucket-88684696c595,s3_bucket,us-west-2,True,3,219.43.57.190,medium,production,59,243.75.147.4,boto3/1.28,corr-64d1d74e99764a1f
evt-89f2b8da3fc2,2024-06-03T03:50:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-57b734c7364c,spot_instance,ap-southeast-1,False,0,,high,monitoring,21,151.79.212.168,kubectl/1.28,corr-26d2b5b4a08649dc
evt-4e5376613f72,2024-06-03T12:02:41Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,RunInstances,i-c20d3820a2df,ec2_instance,us-west-2,True,7,170.77.29.251,low,analytics,24,205.151.214.103,github-actions/2.0,corr-e6d62a928fa44c8c
evt-6a710a36dcd8,2024-06-29T17:53:17Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,TerminateInstances,bucket-7208ab02ef13,s3_bucket,eu-west-1,True,5,,low,production,17,33.72.116.79,boto3/1.28,corr-ce3ff6ad9ad84c68
evt-49f3a0a176ac,2024-06-27T15:30:59Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,ListBuckets,vol-217c833eb875,volume,eu-west-1,True,6,,medium,dev,50,22.6.51.183,terraform/1.5,corr-a26877db16204da7
evt-f384f7c93b30,2024-06-12T02:38:59Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-c22bec63b713,spot_instance,us-east-1,False,0,67.184.120.16,high,analytics,10,120.157.81.104,aws-cli/2.13,corr-61869e7743914800
evt-7f2690eaae0f,2024-06-24T20:05:27Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,AssumeRole,i-3cd8d05bacdf,ec2_instance,us-west-2,True,2,239.51.185.30,medium,production,7,197.170.162.228,terraform/1.5,corr-fde546695066430a
evt-f8e47147bac4,2024-06-04T16:39:40Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,TerminateInstances,bucket-88f3f670ab90,s3_bucket,us-east-1,True,3,,medium,cicd,6,69.47.190.209,jenkins/2.414,corr-66a44755d69e4a79
evt-559deb7f7b2b,2024-06-07T15:45:18Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,GetObject,bucket-fcb6df12a0f3,s3_bucket,us-east-1,True,3,71.105.125.213,low,analytics,19,114.43.164.103,jenkins/2.414,corr-9be3c4d9dfff4542
evt-dd06c6da7789,2024-06-30T15:00:03Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,PutObject,bucket-b3f6068a878c,s3_bucket,us-west-2,True,7,,medium,dev,4,73.176.179.79,aws-cli/2.13,corr-ce3ff6ad9ad84c68
evt-6de7af86cf9c,2024-06-19T11:11:01Z,arn:aws:iam::123456789012:user/dev-10,IAMUser,GetObject,vol-25a4c2588e7a,volume,ap-southeast-1,True,1,,low,analytics,17,251.212.253.189,kubectl/1.28,corr-e6d62a928fa44c8c
evt-3699c0a56ab6,2024-06-28T14:35:03Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,CreateVolume,i-3302c6585850,spot_instance,ap-southeast-1,True,5,,low,analytics,72,244.52.75.119,terraform/1.5,corr-16c17895a36b47f2
evt-0a62ea7dce41,2024-06-19T15:22:21Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,TerminateInstances,i-ba94dc4c91b3,spot_instance,us-west-2,True,4,,low,analytics,4,233.183.153.217,kubectl/1.28,corr-c2cbfdd507644c73
evt-3f87c2b7ee49,2024-06-30T10:52:09Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,GetObject,i-8faaf7693f87,ec2_instance,eu-west-1,True,1,,low,production,18,172.252.76.244,jenkins/2.414,corr-66a44755d69e4a79
evt-7b1f3905a0d4,2024-06-03T15:25:34Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,CreateVolume,vol-a1c48253ad07,volume,us-west-2,True,1,,low,cicd,55,231.59.148.2,boto3/1.28,corr-668a538500a64020
evt-7cb055280b56,2024-06-27T17:12:12Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,GetObject,i-b80c8f64e921,ec2_instance,eu-west-1,True,7,144.103.39.152,low,staging,51,188.110.143.46,aws-cli/2.13,corr-c8554bc0aebb43d1
evt-3f6da488917f,2024-06-03T03:40:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-37ee786ad879,spot_instance,ap-southeast-1,True,7,202.136.1.73,high,analytics,9,215.250.76.115,terraform/1.5,corr-26d2b5b4a08649dc
evt-99926b1e84c0,2024-06-25T21:01:16Z,arn:aws:iam::123456789012:user/dev-26,IAMUser,RunInstances,i-aaa7e388047f,spot_instance,eu-west-1,False,0,133.233.76.156,high,monitoring,23,84.163.83.101,boto3/1.28,corr-8671f31e61624f83
evt-d0961db951c4,2024-06-06T12:57:54Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,TerminateInstances,i-9f8843cf0abb,ec2_instance,us-west-2,True,3,,medium,production,36,139.220.111.158,boto3/1.28,corr-56a01c07bd7d4a9b
evt-bcd842f6e2d3,2024-06-21T17:13:46Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,AttachVolume,bucket-3907a400c297,s3_bucket,us-west-2,True,3,,low,cicd,16,142.251.21.211,terraform/1.5,corr-ce3ff6ad9ad84c68
evt-9f43de0d63db,2024-06-27T00:19:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-bf3334ae73a9,spot_instance,ap-southeast-1,True,6,,high,monitoring,24,249.167.15.163,kubectl/1.28,corr-a333f8c702f244ba
evt-babe1bdaa9a5,2024-06-27T00:09:48Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-bd84f4602e6f,spot_instance,ap-southeast-1,False,0,138.242.123.218,high,staging,17,220.73.237.235,terraform/1.5,corr-a333f8c702f244ba
evt-415c1d771a51,2024-06-26T17:19:50Z,arn:aws:iam::123456789012:user/dev-6,IAMUser,RunInstances,vol-5f8a357471bd,volume,eu-west-1,True,8,,low,dev,6,147.144.138.156,github-actions/2.0,corr-2ffb2a1f1b45405c
evt-ed289bf7a5ef,2024-06-04T13:11:35Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,TerminateInstances,i-2e7c0dc20e1a,ec2_instance,us-west-2,True,6,143.20.42.84,low,cicd,13,99.145.233.154,aws-cli/2.13,corr-82957f71b5f14071
evt-ffee6c022536,2024-06-03T03:42:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-3ed737f010b6,spot_instance,ap-southeast-1,False,0,20.240.135.87,high,monitoring,20,102.41.168.219,github-actions/2.0,corr-26d2b5b4a08649dc
evt-25abaca3ffbe,2024-06-24T11:04:04Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,TerminateInstances,bucket-1616f99c842f,s3_bucket,us-west-2,True,7,206.26.82.100,low,analytics,27,206.46.74.121,aws-cli/2.13,corr-8f830d56f32b4acc
evt-034a54351f9d,2024-06-28T13:12:04Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,PutObject,i-98caafdf9e3c,ec2_instance,us-east-1,True,4,,low,staging,55,180.45.54.112,github-actions/2.0,corr-fe590033c62a4961
evt-cc12bcdc310a,2024-06-23T14:43:54Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,GetObject,vol-9e61803511ee,volume,us-east-1,True,8,,medium,analytics,20,107.146.216.207,github-actions/2.0,corr-66a44755d69e4a79
evt-dc9d966ba242,2024-06-25T00:18:57Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-7e6ef7bb4744,spot_instance,ap-southeast-1,False,0,110.160.130.96,high,staging,25,237.242.34.24,github-actions/2.0,corr-4cf56a506796438b
evt-99f4f78f52f3,2024-06-14T16:28:33Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,RunInstances,i-1c14177e8c9b,spot_instance,us-east-1,True,2,,low,monitoring,7,200.134.103.92,boto3/1.28,corr-66a44755d69e4a79
evt-2616d8f6afa7,2024-06-03T03:43:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-3a7dfdfc87b8,spot_instance,ap-southeast-1,False,0,59.46.222.251,high,production,10,181.51.227.43,github-actions/2.0,corr-26d2b5b4a08649dc
evt-3256236ba500,2024-06-30T13:09:21Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,AssumeRole,bucket-b03c217c59f8,s3_bucket,ap-southeast-1,True,1,,low,production,15,121.48.212.186,aws-cli/2.13,corr-3dc7649bbd6941c0
evt-5e55547c318e,2024-06-03T03:48:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-fa78c34288e6,spot_instance,ap-southeast-1,True,2,20.72.115.221,high,analytics,15,173.203.187.24,github-actions/2.0,corr-26d2b5b4a08649dc
evt-afb396ff7ac1,2024-06-05T16:30:32Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,AssumeRole,i-2ec375e9f07d,ec2_instance,us-west-2,True,2,,medium,production,73,244.156.123.194,github-actions/2.0,corr-0f173a8b7c1e4caa
evt-84bf0e9b5447,2024-06-25T02:03:10Z,arn:aws:iam::123456789012:user/dev-25,IAMUser,RunInstances,i-da3773a13cad,spot_instance,eu-west-1,False,0,167.138.247.120,high,cicd,10,152.137.165.219,github-actions/2.0,corr-16e18d34813746eb
evt-ff817d0dbcf2,2024-06-16T17:16:29Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,PutObject,vol-cce11909c221,volume,ap-southeast-1,True,6,,low,dev,73,188.89.198.66,github-actions/2.0,corr-50edb6134eb34e15
evt-5c4b505e51b5,2024-06-09T10:15:49Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,GetObject,sg-dd71b2138845,security_group,ap-southeast-1,True,4,,low,staging,37,251.151.132.179,boto3/1.28,corr-1a9f8a3c3bbb4653
evt-bafa376238cb,2024-06-25T00:19:27Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-607a5c96fe8b,spot_instance,ap-southeast-1,True,2,191.190.66.143,high,production,8,245.168.62.106,jenkins/2.414,corr-4cf56a506796438b
evt-f46abe41f1a2,2024-06-03T04:22:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,TerminateInstances,i-551cc63afaad,spot_instance,ap-southeast-1,False,0,45.56.13.34,high,production,24,203.121.165.5,terraform/1.5,corr-26d2b5b4a08649dc
evt-df2b5c25eea9,2024-06-04T22:13:56Z,arn:aws:iam::123456789012:user/dev-1,IAMUser,AuthorizeSecurityGroupIngress,sg-dbf279190694,security_group,ap-southeast-1,False,0,,medium,dev,14,69.252.74.17,terraform/1.5,corr-10b7928de47046be
evt-aae1f7cedea4,2024-06-25T15:46:53Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,ListBuckets,i-0045734f4831,spot_instance,us-west-2,True,7,,low,cicd,7,244.185.15.114,kubectl/1.28,corr-e6d62a928fa44c8c
evt-2d1cc38d79fc,2024-06-27T17:50:25Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,CreateVolume,i-9e061e4067ce,spot_instance,us-west-2,True,1,,low,analytics,6,30.2.159.239,jenkins/2.414,corr-d65c79f9ed91428d
evt-ad7b4388605d,2024-06-03T11:47:00Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,AssumeRole,sg-421d0cc33dac,security_group,us-west-2,True,8,,medium,cicd,21,169.75.102.227,aws-cli/2.13,corr-4c5dbc01af2149b1
evt-000b646f6825,2024-06-27T09:05:36Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,ListBuckets,i-1b6207cde0fa,ec2_instance,eu-west-1,True,7,,medium,production,21,186.188.2.240,boto3/1.28,corr-37a92b940b1a4bdd
evt-33fc4922e4cd,2024-06-03T03:47:17Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-97bd59f52060,spot_instance,ap-southeast-1,False,0,194.70.49.232,high,analytics,12,11.158.225.9,github-actions/2.0,corr-26d2b5b4a08649dc
evt-1ce6554fcf2c,2024-06-12T13:29:50Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,AttachVolume,bucket-17dbc581ee5b,s3_bucket,ap-southeast-1,True,4,,low,staging,76,177.180.209.120,aws-cli/2.13,corr-469b67e74a354f83
evt-996c82085851,2024-06-20T12:12:02Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,PutObject,i-74fa17368af7,ec2_instance,us-west-2,True,2,194.238.67.24,medium,analytics,17,25.233.158.176,kubectl/1.28,corr-d65c79f9ed91428d
evt-c3526eab444e,2024-06-21T16:27:29Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,PutObject,bucket-aa242873ae2e,s3_bucket,eu-west-1,True,7,,medium,dev,18,212.107.115.180,boto3/1.28,corr-fe590033c62a4961
evt-3ff94a202eab,2024-06-24T11:29:46Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,CreateVolume,i-6be84c91cc95,spot_instance,us-west-2,True,5,,medium,production,17,144.43.98.245,github-actions/2.0,corr-9be3c4d9dfff4542
evt-8f4c7e55fded,2024-06-21T00:42:34Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,RunInstances,i-cb2fb797a716,spot_instance,us-west-2,False,0,214.0.155.74,high,staging,15,202.164.238.114,kubectl/1.28,corr-2e0c9ceade3648c2
evt-0f930e9b7caa,2024-06-21T00:40:04Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,RunInstances,i-7fc156fe3678,spot_instance,us-west-2,False,0,198.142.179.165,high,monitoring,21,174.169.14.30,kubectl/1.28,corr-2e0c9ceade3648c2
evt-ee1646600f7d,2024-06-16T10:16:46Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,RunInstances,i-2189ffc4486a,spot_instance,eu-west-1,True,7,,medium,analytics,15,104.142.188.117,aws-cli/2.13,corr-7c1603f71c874ea7
evt-222b7e82104f,2024-06-23T13:43:57Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,AttachVolume,i-47efc0523035,ec2_instance,ap-southeast-1,True,8,,medium,analytics,3,49.136.147.192,boto3/1.28,corr-30158c8b69c64e73
evt-7d7ba3275428,2024-06-12T02:39:59Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-a7829c35f58f,spot_instance,us-east-1,False,0,192.191.212.180,high,monitoring,25,194.111.126.175,kubectl/1.28,corr-61869e7743914800
evt-f912b854e852,2024-06-26T16:18:35Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,ListBuckets,i-f03e1b72d793,ec2_instance,us-east-1,True,2,54.60.92.221,low,monitoring,20,47.2.228.205,github-actions/2.0,corr-fe590033c62a4961
evt-d5a32e783a14,2024-06-30T10:21:02Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,GetObject,i-54e631fcd0cb,spot_instance,us-east-1,True,4,131.176.110.97,low,monitoring,52,169.76.195.196,aws-cli/2.13,corr-83de86b0402148c0
evt-5f50d12458e6,2024-06-28T10:03:36Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,CreateVolume,i-6d8b0bbf2d39,spot_instance,us-east-1,True,4,,low,analytics,17,136.152.211.14,kubectl/1.28,corr-c2cbfdd507644c73
evt-e272bb8218c6,2024-06-30T09:29:30Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,AttachVolume,bucket-430a7e721326,s3_bucket,us-west-2,True,1,,low,cicd,48,147.85.105.200,boto3/1.28,corr-307885ec0b15430e
evt-6d3cd6c3f934,2024-06-18T15:41:10Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,AssumeRole,i-a9dc74fd4d26,spot_instance,us-west-2,True,6,244.20.195.215,low,dev,30,161.238.218.150,aws-cli/2.13,corr-c1bf5d0dc27b45e7
evt-3763df3aee89,2024-06-09T00:57:45Z,arn:aws:iam::123456789012:user/dev-1,IAMUser,AssumeRole,bucket-5ddf0a3f2565,s3_bucket,us-west-2,True,8,,medium,monitoring,20,165.74.56.69,jenkins/2.414,corr-67d9944815c84cbf
evt-d3a2a3159f2b,2024-06-12T02:32:29Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,AssumeRole,i-eb4ad927d532,ec2_instance,us-east-1,False,0,170.244.192.81,high,staging,17,234.175.181.174,kubectl/1.28,corr-61869e7743914800
evt-b5a0f8a31e8d,2024-06-09T13:57:17Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,TerminateInstances,vol-fc590b6c56f3,volume,us-east-1,True,6,,low,production,14,132.172.218.116,kubectl/1.28,corr-014b9249bc3b4ae3
evt-c8ebb054be51,2024-06-05T10:41:38Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,PutObject,i-4106659531c1,spot_instance,eu-west-1,True,3,,medium,analytics,18,35.5.36.166,boto3/1.28,corr-56a01c07bd7d4a9b
evt-32ea7a1a0f4a,2024-06-23T17:42:11Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,ListBuckets,i-40b99d72a0ca,ec2_instance,eu-west-1,True,7,118.129.111.120,low,dev,12,134.203.52.2,github-actions/2.0,corr-c2cbfdd507644c73
evt-d05889f5e46a,2024-06-27T00:17:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-a4a4fad95fd7,spot_instance,ap-southeast-1,False,0,15.4.87.22,high,cicd,24,166.169.48.230,kubectl/1.28,corr-a333f8c702f244ba
evt-97b7d8c82782,2024-06-05T10:35:57Z,arn:aws:iam::123456789012:user/dev-1,IAMUser,GetObject,i-f36e327b9d69,ec2_instance,ap-southeast-1,True,1,,medium,dev,12,57.53.254.37,jenkins/2.414,corr-b585f63b3d7e4a10
evt-506f23d4cd45,2024-06-25T20:49:16Z,arn:aws:iam::123456789012:user/dev-26,IAMUser,RunInstances,i-d85aa1482211,spot_instance,eu-west-1,True,5,21.220.92.140,high,dev,15,27.40.167.170,terraform/1.5,corr-8671f31e61624f83
evt-f01f41d62871,2024-06-20T14:48:06Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,TerminateInstances,i-52358c564fbb,spot_instance,ap-southeast-1,True,6,134.230.211.43,medium,staging,11,33.120.128.241,aws-cli/2.13,corr-9c90a93429d24582
evt-76a0af2d9f37,2024-06-16T16:08:02Z,arn:aws:iam::123456789012:role/ci-runner-6,AssumedRole,AttachVolume,i-705f95e9be44,ec2_instance,us-east-1,True,3,,low,staging,14,132.143.108.39,aws-cli/2.13,corr-453bf738b708495f
evt-bda23e4d59e4,2024-06-14T13:17:53Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,ListBuckets,i-2b9fee8e79c1,ec2_instance,us-west-2,True,1,,low,staging,59,156.194.9.142,jenkins/2.414,corr-383cf62ca2fc44c9
evt-b7faa38af136,2024-06-10T10:27:03Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,GetObject,i-5e423a101ce1,spot_instance,ap-southeast-1,True,2,60.110.72.197,low,analytics,4,247.174.229.202,boto3/1.28,corr-bab5052307a84d76
evt-805ad42a3c83,2024-06-25T21:02:16Z,arn:aws:iam::123456789012:user/dev-26,IAMUser,RunInstances,i-db679ae81921,spot_instance,eu-west-1,False,0,162.13.242.68,high,analytics,14,148.116.26.150,jenkins/2.414,corr-8671f31e61624f83
evt-aa27f6239cdb,2024-06-28T03:46:06Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-c0c9054c4ef8,spot_instance,eu-west-1,False,0,166.46.196.119,high,monitoring,8,245.21.230.233,jenkins/2.414,corr-846a584936214008
evt-9e1dd0a0f59d,2024-06-19T12:24:04Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,GetObject,bucket-54d9e56c6295,s3_bucket,us-east-1,True,2,,low,production,62,108.243.171.87,boto3/1.28,corr-2be1dd1ec64f4006
evt-1def51d1883d,2024-06-29T13:12:45Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,RunInstances,i-9c0857db0fbd,ec2_instance,eu-west-1,True,7,,medium,production,13,12.65.255.224,terraform/1.5,corr-30158c8b69c64e73
evt-b1c8a1610ad2,2024-06-14T10:39:48Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,GetObject,i-9fc3448d9ccc,ec2_instance,eu-west-1,True,2,,low,production,6,142.66.169.93,github-actions/2.0,corr-44f834fed5bf4222
evt-693f42f3c24b,2024-06-21T00:47:04Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,RunInstances,i-f5a95faeec36,spot_instance,us-west-2,False,0,120.212.31.53,high,cicd,16,232.10.194.123,kubectl/1.28,corr-2e0c9ceade3648c2
evt-8fe7953fb994,2024-06-23T13:00:42Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,AttachVolume,vol-a0731c1f4661,volume,us-east-1,True,6,,high,cicd,32,137.78.22.33,boto3/1.28,corr-44f834fed5bf4222
evt-6ec14829c85d,2024-06-06T11:03:42Z,arn:aws:iam::123456789012:user/dev-10,IAMUser,AssumeRole,bucket-a8019b3c09d7,s3_bucket,us-west-2,True,2,,medium,production,13,14.90.147.141,jenkins/2.414,corr-79403762fc9b4675
evt-cd81085bf3a7,2024-06-30T15:42:52Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,GetObject,sg-f5477103c76e,security_group,us-west-2,True,2,,low,analytics,40,54.25.40.100,boto3/1.28,corr-925baeb25993446b
evt-42e047cf2c9a,2024-06-06T12:06:23Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,RunInstances,i-4f282d023129,ec2_instance,ap-southeast-1,True,3,,low,analytics,15,183.79.64.37,jenkins/2.414,corr-2ffb2a1f1b45405c
evt-f2e27d09cb2e,2024-06-09T14:34:40Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,RunInstances,bucket-076fe4271033,s3_bucket,us-west-2,True,3,,low,dev,20,38.16.152.85,aws-cli/2.13,corr-d65c79f9ed91428d
evt-57c0e2618759,2024-06-13T09:43:04Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,PutObject,i-20e8a42a5d52,spot_instance,eu-west-1,True,1,,low,analytics,59,127.62.191.241,kubectl/1.28,corr-e436e3f7f14b41e5
evt-ba0dd5b4552f,2024-06-26T14:32:15Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,RunInstances,i-e50754b5d4f3,spot_instance,ap-southeast-1,True,6,,low,analytics,33,3.103.144.66,boto3/1.28,corr-d65c79f9ed91428d
