resource_id,resource_type,created_time,deleted_time,ttl_minutes,namespace,owner,public_exposure,privilege_level,ephemeral_label
i-352416ed6af9,ec2_instance,2024-06-17T19:19:52Z,,1013,dev,arn:aws:iam::123456789012:user/dev-13,False,low,persistent
i-d2997b298f0a,ec2_instance,2024-06-26T20:18:20Z,2024-06-26T20:28:20Z,10,monitoring,arn:aws:iam::123456789012:user/dev-1,False,medium,ephemeral
i-2bfe6129e219,spot_instance,2024-06-07T22:55:14Z,2024-06-07T23:23:14Z,28,monitoring,arn:aws:iam::123456789012:user/dev-10,False,high,ephemeral
i-8ae97ba297ff,ec2_instance,2024-06-09T04:04:22Z,2024-06-09T04:13:22Z,9,production,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
bucket-f82d9b4341e6,s3_bucket,2024-06-04T07:34:31Z,2024-06-04T07:37:31Z,3,analytics,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
bucket-01d8b1c006b2,s3_bucket,2024-06-11T10:41:23Z,2024-06-11T10:48:23Z,7,staging,arn:aws:iam::123456789012:user/dev-10,False,medium,ephemeral
vol-a02dc43ef0a4,volume,2024-06-24T02:46:42Z,2024-06-24T02:58:42Z,12,analytics,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
bucket-d92248cb7147,s3_bucket,2024-06-04T15:40:48Z,2024-06-04T15:43:48Z,3,monitoring,arn:aws:iam::123456789012:user/dev-4,True,high,ephemeral
bucket-88969c65612c,s3_bucket,2024-06-21T10:23:24Z,2024-06-21T10:36:24Z,13,cicd,arn:aws:iam::123456789012:user/dev-7,False,medium,ephemeral
bucket-f62605d9aaa2,s3_bucket,2024-06-08T03:31:59Z,2024-06-08T03:55:59Z,24,cicd,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
sg-5bce7cae7b6b,security_group,2024-06-11T17:47:18Z,,647,analytics,arn:aws:iam::123456789012:user/dev-2,False,low,persistent
vol-191ac272ea42,volume,2024-06-08T01:04:30Z,2024-06-08T01:31:30Z,27,analytics,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
i-7ffa7243e1ab,spot_instance,2024-06-29T06:36:38Z,2024-06-29T07:32:38Z,56,monitoring,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
sg-85dbae919678,security_group,2024-06-07T00:23:40Z,2024-06-07T00:31:40Z,8,staging,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
sg-5ba8886bf489,security_group,2024-06-10T17:37:35Z,2024-06-10T17:51:35Z,14,production,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
bucket-3c37700cfa11,s3_bucket,2024-06-09T03:46:23Z,2024-06-09T03:55:23Z,9,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-810c79dc4126,ec2_instance,2024-06-18T16:53:38Z,,820,cicd,arn:aws:iam::123456789012:user/dev-12,False,low,persistent
sg-04b7b958621e,security_group,2024-06-04T19:20:01Z,2024-06-04T19:27:01Z,7,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,medium,ephemeral
sg-fb4e3939a985,security_group,2024-06-22T15:27:13Z,2024-06-22T15:38:13Z,11,production,arn:aws:iam::123456789012:user/dev-9,False,high,ephemeral
sg-6528fba11eff,security_group,2024-06-04T23:07:46Z,2024-06-04T23:17:46Z,10,staging,arn:aws:iam::123456789012:user/dev-10,False,medium,ephemeral
i-b4fe890ca30b,ec2_instance,2024-06-13T12:07:42Z,,1413,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,persistent
bucket-662c0110bb61,s3_bucket,2024-06-19T02:24:57Z,2024-06-19T03:23:57Z,59,dev,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
sg-8a94ba192a59,security_group,2024-06-23T03:43:32Z,2024-06-23T04:00:32Z,17,dev,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
i-696fe49830ec,spot_instance,2024-06-26T06:55:41Z,,516,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,persistent
vol-2ef333ad1b83,volume,2024-06-28T19:27:06Z,2024-06-28T19:32:06Z,5,analytics,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
sg-bd98bf142017,security_group,2024-06-14T15:36:07Z,2024-06-14T16:30:07Z,54,analytics,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-14e6f53fecc7,spot_instance,2024-06-02T16:11:32Z,2024-06-02T16:44:32Z,33,staging,arn:aws:iam::123456789012:user/dev-10,False,high,ephemeral
i-f4d41ddd6f7e,spot_instance,2024-06-21T15:27:42Z,2024-06-21T16:18:42Z,51,cicd,arn:aws:iam::123456789012:user/dev-6,False,medium,ephemeral
sg-092c4f526f74,security_group,2024-06-09T13:07:10Z,2024-06-09T13:28:10Z,21,dev,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-a356a3f524a1,ec2_instance,2024-06-03T09:03:54Z,2024-06-03T09:05:54Z,2,monitoring,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
i-e172508811f6,spot_instance,2024-06-06T09:41:46Z,2024-06-06T09:54:46Z,13,analytics,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
bucket-eedb5cab6a74,s3_bucket,2024-06-08T06:02:12Z,,1053,production,arn:aws:iam::123456789012:user/dev-14,False,low,persistent
bucket-541529594aff,s3_bucket,2024-06-08T21:14:03Z,2024-06-08T21:26:03Z,12,monitoring,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
bucket-da54220dbae0,s3_bucket,2024-06-03T10:50:12Z,2024-06-03T11:46:12Z,56,staging,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-e68cc640d3ff,spot_instance,2024-06-23T02:15:37Z,2024-06-23T02:26:37Z,11,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,True,high,ephemeral
vol-0c53528e4205,volume,2024-06-29T04:36:30Z,,939,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,persistent
bucket-4352793d51a0,s3_bucket,2024-06-27T12:23:46Z,2024-06-27T12:44:46Z,21,staging,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
bucket-6dcdb155ad7b,s3_bucket,2024-06-17T10:46:03Z,2024-06-17T11:34:03Z,48,production,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
i-885ffd820890,spot_instance,2024-06-29T19:27:00Z,2024-06-29T20:06:00Z,39,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
bucket-c72952606d37,s3_bucket,2024-06-23T07:42:59Z,2024-06-23T08:33:59Z,51,staging,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-0226533f7123,ec2_instance,2024-06-08T14:32:50Z,2024-06-08T14:46:50Z,14,production,arn:aws:iam::123456789012:role/ci-runner-7,False,medium,ephemeral
sg-b5ae208f3b97,security_group,2024-06-16T07:44:03Z,,357,analytics,arn:aws:iam::123456789012:user/dev-4,False,low,persistent
i-bc39166f725c,spot_instance,2024-06-15T06:09:44Z,,86,cicd,arn:aws:iam::123456789012:user/dev-13,False,low,persistent
sg-ec9f3e2d4750,security_group,2024-06-06T04:18:00Z,2024-06-06T04:24:00Z,6,dev,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
bucket-1f13b0dead3b,s3_bucket,2024-06-21T17:52:41Z,2024-06-21T17:59:41Z,7,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,ephemeral
i-d6ae92a4db5a,ec2_instance,2024-06-04T06:11:31Z,2024-06-04T07:07:31Z,56,staging,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
i-8ad8e1335326,spot_instance,2024-06-21T07:52:34Z,,1115,monitoring,arn:aws:iam::123456789012:user/dev-7,False,low,persistent
i-a22c63251a8d,spot_instance,2024-06-17T03:25:58Z,2024-06-17T03:38:58Z,13,analytics,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
i-222ae6b056bf,spot_instance,2024-06-21T00:42:45Z,,86,production,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,persistent
i-68e0e6ad2e93,ec2_instance,2024-06-27T20:48:13Z,2024-06-27T21:24:13Z,36,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,ephemeral
sg-60475de60382,security_group,2024-06-28T05:19:22Z,,676,analytics,arn:aws:iam::123456789012:user/dev-2,False,low,persistent
bucket-02662c5d6a88,s3_bucket,2024-06-13T13:54:20Z,2024-06-13T13:56:20Z,2,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
sg-0adec3ce5612,security_group,2024-06-24T14:59:32Z,2024-06-24T15:43:32Z,44,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
sg-38f78f8f06ba,security_group,2024-06-28T04:23:24Z,2024-06-28T04:44:24Z,21,production,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
bucket-079e014266b6,s3_bucket,2024-06-23T22:55:57Z,,483,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,persistent
bucket-85c03db94289,s3_bucket,2024-06-08T23:16:56Z,2024-06-09T00:04:56Z,48,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,medium,ephemeral
vol-c22dea39880b,volume,2024-06-11T11:00:06Z,,861,dev,arn:aws:iam::123456789012:user/dev-3,False,high,persistent
i-0836d3916813,spot_instance,2024-06-02T16:06:25Z,,151,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,high,persistent
i-26528803e2a4,spot_instance,2024-06-14T18:49:06Z,2024-06-14T19:16:06Z,27,analytics,arn:aws:iam::123456789012:user/dev-11,False,medium,ephemeral
i-406e80fe5242,spot_instance,2024-06-08T06:14:59Z,2024-06-08T06:54:59Z,40,cicd,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
sg-b7f52869a18c,security_group,2024-06-02T09:47:19Z,2024-06-02T10:06:19Z,19,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
vol-b6434558bea8,volume,2024-06-15T08:29:46Z,2024-06-15T09:15:46Z,46,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-b325486cbe2b,ec2_instance,2024-06-14T16:56:53Z,,1071,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,persistent
i-c00847b0470d,spot_instance,2024-06-25T19:43:34Z,2024-06-25T19:59:34Z,16,production,arn:aws:iam::123456789012:user/dev-11,True,high,ephemeral
sg-461321336bad,security_group,2024-06-06T08:03:09Z,2024-06-06T08:56:09Z,53,production,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
sg-cdd113057898,security_group,2024-06-17T09:44:27Z,2024-06-17T10:29:27Z,45,dev,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
bucket-2773eb62fade,s3_bucket,2024-06-25T17:01:29Z,2024-06-25T17:31:29Z,30,production,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
i-345306ebab8c,ec2_instance,2024-06-11T03:01:07Z,2024-06-11T03:05:07Z,4,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
sg-568116e053c4,security_group,2024-06-19T05:24:22Z,2024-06-19T05:28:22Z,4,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
vol-95a1047c01f4,volume,2024-06-16T03:58:02Z,2024-06-16T04:45:02Z,47,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
sg-6325f11b613d,security_group,2024-06-03T15:12:48Z,,1427,analytics,arn:aws:iam::123456789012:user/dev-3,False,low,persistent
vol-942b49b653d8,volume,2024-06-21T00:02:19Z,2024-06-21T00:19:19Z,17,cicd,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
bucket-b0d6ff0f4c05,s3_bucket,2024-06-13T06:22:09Z,,664,dev,arn:aws:iam::123456789012:user/dev-13,False,low,persistent
i-08c90161cecf,ec2_instance,2024-06-20T06:51:22Z,2024-06-20T07:05:22Z,14,staging,arn:aws:iam::123456789012:user/dev-6,True,high,ephemeral
bucket-495e16c35c8d,s3_bucket,2024-06-20T23:03:16Z,2024-06-20T23:13:16Z,10,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
vol-f9c414515e30,volume,2024-06-18T10:14:26Z,2024-06-18T10:27:26Z,13,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
vol-4d42d3a5017a,volume,2024-06-12T19:52:38Z,2024-06-12T20:35:38Z,43,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
i-f0c12a364956,spot_instance,2024-06-17T22:16:51Z,,108,dev,arn:aws:iam::123456789012:role/ci-runner-4,False,low,persistent
sg-00d7c115921b,security_group,2024-06-24T11:52:12Z,,771,cicd,arn:aws:iam::123456789012:user/dev-11,False,medium,persistent
vol-03e3d58b227f,volume,2024-06-27T09:21:12Z,2024-06-27T09:28:12Z,7,dev,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
i-94a3dcbbc595,ec2_instance,2024-06-12T17:24:28Z,2024-06-12T17:32:28Z,8,analytics,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
bucket-3e6c3b3c6476,s3_bucket,2024-06-04T21:29:47Z,2024-06-04T21:41:47Z,12,staging,arn:aws:iam::123456789012:user/dev-6,False,high,ephemeral
sg-63155f30644e,security_group,2024-06-18T00:56:57Z,,797,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,persistent
bucket-d76ee566d4cf,s3_bucket,2024-06-15T19:42:02Z,,896,staging,arn:aws:iam::123456789012:user/dev-12,False,low,persistent
i-8b20fdcbe124,ec2_instance,2024-06-23T05:19:41Z,,159,production,arn:aws:iam::123456789012:user/dev-12,False,medium,persistent
i-e4d159590d32,spot_instance,2024-06-29T18:35:46Z,2024-06-29T19:23:46Z,48,staging,arn:aws:iam::123456789012:user/dev-9,False,high,ephemeral
vol-054610d425a3,volume,2024-06-20T01:15:26Z,2024-06-20T01:29:26Z,14,dev,arn:aws:iam::123456789012:role/ci-runner-7,False,low,ephemeral
vol-92b982e31eb4,volume,2024-06-11T14:10:27Z,2024-06-11T14:24:27Z,14,staging,arn:aws:iam::123456789012:role/ci-runner-2,False,low,ephemeral
i-c706c70993c0,ec2_instance,2024-06-15T00:04:29Z,2024-06-15T01:00:29Z,56,dev,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
i-df3fecfed4a5,spot_instance,2024-06-19T03:25:01Z,2024-06-19T04:08:01Z,43,cicd,arn:aws:iam::123456789012:user/dev-13,False,high,ephemeral
vol-f52d25368cbb,volume,2024-06-26T21:28:18Z,,1164,monitoring,arn:aws:iam::123456789012:role/ci-runner-4,False,low,persistent
i-714f8fd0e223,ec2_instance,2024-06-29T17:44:16Z,2024-06-29T18:03:16Z,19,staging,arn:aws:iam::123456789012:user/dev-7,True,high,ephemeral
i-3aaa81d6186f,spot_instance,2024-06-26T03:49:33Z,2024-06-26T04:00:33Z,11,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
bucket-f3fd7dbe1614,s3_bucket,2024-06-12T05:45:40Z,2024-06-12T05:57:40Z,12,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,medium,ephemeral
sg-6e7d45278add,security_group,2024-06-10T04:59:47Z,2024-06-10T05:04:47Z,5,production,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
vol-7823151eb385,volume,2024-06-04T23:04:06Z,,130,cicd,arn:aws:iam::123456789012:user/dev-2,False,low,persistent
i-1fe31dd63e2d,spot_instance,2024-06-16T16:54:00Z,2024-06-16T16:58:00Z,4,monitoring,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
sg-11ade8884037,security_group,2024-06-20T01:21:15Z,2024-06-20T01:57:15Z,36,cicd,arn:aws:iam::123456789012:user/dev-7,False,medium,ephemeral
i-2a7639ecde43,ec2_instance,2024-06-13T03:56:19Z,2024-06-13T04:16:19Z,20,staging,arn:aws:iam::123456789012:user/dev-4,True,high,ephemeral
vol-63673c3807fe,volume,2024-06-22T11:34:52Z,2024-06-22T11:42:52Z,8,analytics,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
vol-fb29cdabf82c,volume,2024-06-14T16:21:45Z,,93,production,arn:aws:iam::123456789012:user/dev-2,False,low,persistent
bucket-577393309b09,s3_bucket,2024-06-04T21:25:23Z,2024-06-04T21:36:23Z,11,dev,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
sg-0ecb04f5b5c6,security_group,2024-06-24T19:29:42Z,2024-06-24T20:26:42Z,57,dev,arn:aws:iam::123456789012:user/dev-13,False,medium,ephemeral
i-afcadc257d2f,ec2_instance,2024-06-01T20:41:21Z,2024-06-01T20:48:21Z,7,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
sg-12b843be646b,security_group,2024-06-13T15:52:29Z,2024-06-13T16:14:29Z,22,staging,arn:aws:iam::123456789012:role/ci-runner-1,False,high,ephemeral
i-06bde5647ba6,spot_instance,2024-06-22T13:17:23Z,,1370,analytics,arn:aws:iam::123456789012:user/dev-9,False,medium,persistent
bucket-5102d9f00818,s3_bucket,2024-06-02T23:04:12Z,2024-06-02T23:15:12Z,11,monitoring,arn:aws:iam::123456789012:user/dev-1,False,medium,ephemeral
bucket-03720806c0c5,s3_bucket,2024-06-14T10:18:51Z,2024-06-14T10:47:51Z,29,cicd,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
i-25ac50f76a02,spot_instance,2024-06-17T10:13:03Z,2024-06-17T10:23:03Z,10,production,arn:aws:iam::123456789012:user/dev-4,False,medium,ephemeral
bucket-5b0fc0b2de17,s3_bucket,2024-06-19T04:05:18Z,2024-06-19T04:10:18Z,5,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,medium,ephemeral
vol-69a481049a7f,volume,2024-06-11T01:24:49Z,,954,staging,arn:aws:iam::123456789012:role/ci-runner-2,False,low,persistent
sg-efcb086a015b,security_group,2024-06-05T19:56:13Z,2024-06-05T20:38:13Z,42,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
i-f8bf4b103b6c,spot_instance,2024-06-07T18:24:54Z,2024-06-07T18:38:54Z,14,analytics,arn:aws:iam::123456789012:user/dev-5,False,medium,ephemeral
bucket-ed8f18998f8e,s3_bucket,2024-06-28T08:08:51Z,2024-06-28T08:11:51Z,3,dev,arn:aws:iam::123456789012:user/dev-2,True,high,ephemeral
vol-0b28156e4a1d,volume,2024-06-22T03:24:24Z,2024-06-22T03:41:24Z,17,cicd,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
bucket-5921f1968d60,s3_bucket,2024-06-21T08:21:44Z,2024-06-21T08:24:44Z,3,staging,arn:aws:iam::123456789012:role/ci-runner-1,False,medium,ephemeral
bucket-90d02efbb7aa,s3_bucket,2024-06-14T04:26:57Z,,1337,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,persistent
bucket-535fd713dd6c,s3_bucket,2024-06-17T23:55:59Z,2024-06-17T23:57:59Z,2,analytics,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-b17cdf35de42,ec2_instance,2024-06-05T22:54:45Z,,1256,dev,arn:aws:iam::123456789012:user/dev-3,False,low,persistent
i-2f89acb8290c,ec2_instance,2024-06-16T22:22:54Z,2024-06-16T22:27:54Z,5,analytics,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
bucket-c40a0fa8ff78,s3_bucket,2024-06-17T12:04:25Z,2024-06-17T12:16:25Z,12,staging,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,ephemeral
i-558f3481b68d,spot_instance,2024-06-25T12:53:01Z,2024-06-25T13:02:01Z,9,monitoring,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-d746c8be696b,ec2_instance,2024-06-22T22:42:06Z,2024-06-22T23:36:06Z,54,dev,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
bucket-8b9e16b6b3b1,s3_bucket,2024-06-08T10:28:36Z,2024-06-08T11:14:36Z,46,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,ephemeral
i-aee34c520bf4,spot_instance,2024-06-18T16:36:27Z,2024-06-18T16:41:27Z,5,monitoring,arn:aws:iam::123456789012:user/dev-10,False,medium,ephemeral
bucket-028c7e3bd9b4,s3_bucket,2024-06-20T15:52:40Z,2024-06-20T16:02:40Z,10,staging,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
sg-541315a2cece,security_group,2024-06-29T15:19:50Z,2024-06-29T15:44:50Z,25,monitoring,arn:aws:iam::123456789012:role/ci-runner-7,False,low,ephemeral
bucket-e384e3f93298,s3_bucket,2024-06-15T09:30:23Z,2024-06-15T09:39:23Z,9,production,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
i-2e20fbd39ccb,ec2_instance,2024-06-08T00:06:38Z,2024-06-08T00:13:38Z,7,cicd,arn:aws:iam::123456789012:user/dev-12,False,high,ephemeral
bucket-5ed8cc2f85a9,s3_bucket,2024-06-25T04:11:29Z,2024-06-25T04:32:29Z,21,monitoring,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
bucket-851765b0a02a,s3_bucket,2024-06-11T12:51:22Z,2024-06-11T12:57:22Z,6,cicd,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
i-2845979ab8c2,ec2_instance,2024-06-22T06:12:26Z,2024-06-22T06:33:26Z,21,monitoring,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-027d04176da8,ec2_instance,2024-06-16T23:35:49Z,2024-06-17T00:15:49Z,40,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,ephemeral
bucket-dbf7cd78b693,s3_bucket,2024-06-12T05:49:53Z,2024-06-12T05:59:53Z,10,cicd,arn:aws:iam::123456789012:user/dev-8,True,high,ephemeral
sg-44418fa2072b,security_group,2024-06-24T09:22:49Z,2024-06-24T09:41:49Z,19,cicd,arn:aws:iam::123456789012:user/dev-9,False,medium,ephemeral
i-e863cf248601,ec2_instance,2024-06-19T07:08:40Z,2024-06-19T07:15:40Z,7,dev,arn:aws:iam::123456789012:user/dev-14,False,medium,ephemeral
i-ddf69b0f721a,spot_instance,2024-06-29T17:37:23Z,2024-06-29T18:34:23Z,57,analytics,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-2ee97b0fe856,spot_instance,2024-06-05T12:23:06Z,2024-06-05T12:31:06Z,8,analytics,arn:aws:iam::123456789012:role/ci-runner-7,False,low,ephemeral
sg-3efd40308953,security_group,2024-06-28T08:47:31Z,2024-06-28T09:44:31Z,57,dev,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,ephemeral
i-1ab62c9f431c,spot_instance,2024-06-21T22:27:43Z,2024-06-21T23:11:43Z,44,cicd,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
sg-437743a1ff0b,security_group,2024-06-12T10:43:44Z,,860,production,arn:aws:iam::123456789012:user/dev-8,False,low,persistent
i-cc1181d90494,spot_instance,2024-06-14T01:21:38Z,,527,analytics,arn:aws:iam::123456789012:role/ci-runner-4,False,low,persistent
sg-60e30977409b,security_group,2024-06-09T17:47:13Z,2024-06-09T18:22:13Z,35,analytics,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
vol-11347c2aec57,volume,2024-06-05T08:28:06Z,2024-06-05T09:06:06Z,38,monitoring,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
vol-96804e4464b9,volume,2024-06-05T21:24:42Z,2024-06-05T22:19:42Z,55,staging,arn:aws:iam::123456789012:user/dev-6,False,medium,ephemeral
sg-de43fc48f8d3,security_group,2024-06-13T21:44:17Z,2024-06-13T21:59:17Z,15,production,arn:aws:iam::123456789012:user/dev-13,True,high,ephemeral
i-a7b9895e87db,ec2_instance,2024-06-04T02:17:11Z,2024-06-04T02:59:11Z,42,analytics,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
vol-3fec599be303,volume,2024-06-17T18:03:50Z,,1195,production,arn:aws:iam::123456789012:user/dev-7,False,low,persistent
bucket-7634a75b7d8a,s3_bucket,2024-06-20T10:40:02Z,2024-06-20T10:45:02Z,5,monitoring,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,ephemeral
bucket-5197b3ad4dac,s3_bucket,2024-06-08T22:38:03Z,2024-06-08T22:56:03Z,18,dev,arn:aws:iam::123456789012:role/ci-runner-1,True,high,ephemeral
sg-22ad1e3ac412,security_group,2024-06-17T21:19:59Z,2024-06-17T21:31:59Z,12,cicd,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
vol-13b8b6ee7d03,volume,2024-06-12T02:22:28Z,2024-06-12T02:28:28Z,6,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
bucket-0143adbd5d7b,s3_bucket,2024-06-10T12:53:07Z,2024-06-10T13:51:07Z,58,monitoring,arn:aws:iam::123456789012:user/dev-1,False,high,ephemeral
vol-b5334bff4946,volume,2024-06-14T13:09:25Z,2024-06-14T13:43:25Z,34,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
i-860213387d1f,spot_instance,2024-06-09T07:08:36Z,2024-06-09T07:21:36Z,13,monitoring,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
bucket-b559fa12aca4,s3_bucket,2024-06-24T18:54:48Z,2024-06-24T18:57:48Z,3,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,high,ephemeral
sg-d01d8f2c9658,security_group,2024-06-23T22:34:36Z,2024-06-23T23:25:36Z,51,staging,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
sg-89fa8766e742,security_group,2024-06-29T07:23:18Z,,1413,production,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,persistent
vol-604023a48eff,volume,2024-06-27T15:39:05Z,,65,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,medium,persistent
bucket-dfe85f995e2d,s3_bucket,2024-06-06T16:05:49Z,,1004,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,persistent
bucket-953f7b9ec86d,s3_bucket,2024-06-04T17:45:31Z,2024-06-04T18:09:31Z,24,cicd,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
vol-377d11989f99,volume,2024-06-27T19:19:49Z,2024-06-27T19:24:49Z,5,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,medium,ephemeral
i-4e567441d586,ec2_instance,2024-06-06T02:23:14Z,,851,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,persistent
i-d1a9fd9f2e9c,ec2_instance,2024-06-28T12:56:01Z,2024-06-28T13:13:01Z,17,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
i-265fc3c8e1ea,ec2_instance,2024-06-23T09:01:13Z,2024-06-23T09:37:13Z,36,dev,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
vol-681ae1968e13,volume,2024-06-01T04:56:29Z,2024-06-01T05:40:29Z,44,monitoring,arn:aws:iam::123456789012:user/dev-5,False,low,ephemeral
vol-ebb891b3e462,volume,2024-06-27T11:57:12Z,2024-06-27T12:47:12Z,50,analytics,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
sg-73ad87c62d9b,security_group,2024-06-08T14:33:33Z,,744,staging,arn:aws:iam::123456789012:user/dev-6,False,high,persistent
