event_id,timestamp,namespace,pod_name,event_type,controller_owner,service_account,image_name,privileged,host_network,public_exposure,node_port,ttl_minutes,labels_present,cpu_request,memory_request,correlation_id
k8s-0f18a1bb0f1f,2024-06-14T14:34:39Z,analytics,worker-ana-2d382a,ServiceCreated,Deployment,admin-sa,node:20-alpine,False,False,False,0,18,True,1283m,3608Mi,corr-b4ab224dd95e4886
k8s-61aad25c008d,2024-06-25T15:42:29Z,dev,batch-dev-1766ee,ConfigMapCreated,CronJob,ci-runner,ubuntu:22.04,False,False,False,0,35,True,1320m,1911Mi,corr-84c4178480734a66
k8s-f24abe5104d0,2024-06-25T17:32:20Z,production,batch-pro-e33d1a,ServiceCreated,CronJob,default,grafana:10.0,False,False,False,0,45,True,287m,603Mi,corr-9b0fd68ec9c24b48
k8s-721fee7d05c3,2024-06-07T17:26:59Z,cicd,db-migrate-cic-3d51e6,PodCreated,Deployment,deploy-sa,nginx:1.25,False,False,False,0,5,True,959m,2122Mi,corr-8e3aebe5a3414867
k8s-17ce4ee87ae5,2024-06-08T10:11:17Z,cicd,scanner-cic-f3d929,PodDeleted,CronJob,admin-sa,node:20-alpine,False,False,False,0,6,True,245m,2928Mi,corr-68d8dbe50ada467a
k8s-52d5692ef9f3,2024-06-10T15:15:22Z,monitoring,cache-mon-f29b99,ClusterRoleBindingCreated,Deployment,ci-runner,node:20-alpine,False,False,False,0,81,True,496m,3220Mi,corr-41e36a7a457347cf
k8s-77556321fcef,2024-06-07T11:54:55Z,analytics,linter-ana-ab2910,PodCreated,HPA,monitor-sa,nginx:1.25,False,False,False,0,3,True,589m,1265Mi,corr-0c44531256404d5f
k8s-cc196d5c02b3,2024-06-29T16:43:06Z,analytics,builder-ana-b6fe0f,PodCreated,StatefulSet,deploy-sa,nginx:1.25,False,False,False,0,62,True,1415m,1279Mi,corr-7b4fc3e7076c4611
k8s-0d6d63861d65,2024-06-18T16:36:24Z,cicd,worker-cic-a506a4,SecretMounted,Deployment,debug-sa,node:20-alpine,False,False,False,0,15,True,612m,1706Mi,corr-4c6a548ba9b846ea
k8s-24b587775b04,2024-06-05T15:33:38Z,production,scanner-pro-21115c,DeploymentCreated,Job,default,redis:7,False,False,False,0,51,True,283m,741Mi,corr-73935f2781284c9c
k8s-7b3bf41af0a8,2024-06-02T10:50:06Z,production,test-runner-pro-294f11,PodCreated,Deployment,analytics-sa,redis:7,False,False,False,0,6,True,614m,1065Mi,corr-acd5ce513cc94601
k8s-650b0157f3c6,2024-06-01T14:10:37Z,staging,analytics-sta-93af37,PodDeleted,Deployment,deploy-sa,redis:7,False,False,False,0,33,True,100m,395Mi,corr-d045ca45f37e4421
k8s-4e8c1e807e52,2024-06-16T11:03:26Z,monitoring,db-migrate-mon-fd421d,DeploymentCreated,Deployment,deploy-sa,python:3.11-slim,False,False,False,0,13,True,1226m,1136Mi,corr-96078570dfbb4e9c
k8s-53dfeb3152bd,2024-06-04T15:10:46Z,staging,db-migrate-sta-a14d62,DeploymentCreated,HPA,debug-sa,golang:1.21,False,False,False,0,31,True,242m,2701Mi,corr-fc207f532b1f44d3
k8s-52efd4669237,2024-06-29T15:50:58Z,production,scanner-pro-cf0a12,PodDeleted,StatefulSet,monitor-sa,prometheus:v2.45,False,False,False,0,25,True,961m,1191Mi,corr-65f8ccdaed734d6a
k8s-a3c781adc7f5,2024-06-25T10:56:16Z,staging,batch-sta-91cc98,PodCreated,Job,admin-sa,ubuntu:22.04,False,False,False,0,22,True,1841m,3960Mi,corr-b980126d860c41fa
k8s-e9c90c19ed42,2024-06-19T09:54:33Z,monitoring,worker-mon-c108ca,PodDeleted,Deployment,deploy-sa,custom-app:v2.1,False,False,False,0,38,True,456m,1617Mi,corr-ab2ab4dc7f104c8e
k8s-940f66112e04,2024-06-14T15:45:02Z,cicd,linter-cic-0af268,ServiceCreated,Job,debug-sa,custom-app:v2.1,False,False,False,0,40,True,318m,678Mi,corr-bed7e60a0da3488e
k8s-e1deb3a38e5a,2024-06-01T12:58:59Z,production,cache-pro-17a067,DeploymentCreated,Deployment,ci-runner,redis:7,False,False,False,0,7,True,389m,3062Mi,corr-fabb544602594958
k8s-96212b0b1699,2024-06-14T16:24:31Z,cicd,batch-cic-eaa71a,ConfigMapCreated,Deployment,deploy-sa,redis:7,False,False,False,0,37,True,261m,1574Mi,corr-dbe13830cb264d6a
k8s-54f96ea6d65a,2024-06-19T10:41:46Z,production,builder-pro-0d0ced,DeploymentCreated,None,analytics-sa,python:3.11-slim,False,False,False,0,40,True,1867m,1571Mi,corr-065e82b86981458c
k8s-3d0b39f9768d,2024-06-25T13:33:07Z,cicd,linter-cic-e16fae,RoleBindingCreated,Job,ci-runner,golang:1.21,False,False,False,0,12,True,105m,3588Mi,corr-a9db6c4ac223451d
k8s-daf03d905004,2024-06-06T16:49:38Z,production,test-runner-pro-95bdac,PodCreated,CronJob,admin-sa,prometheus:v2.45,False,False,False,0,9,True,1770m,2899Mi,corr-dcdf2ed7d8a64c16
k8s-05b27cdfb65e,2024-06-23T15:12:40Z,dev,analytics-dev-44b32a,ServiceCreated,HPA,default,grafana:10.0,False,False,False,0,14,True,1512m,2551Mi,corr-530d5906ba7d4c93
k8s-1d83b1679057,2024-06-28T16:14:35Z,production,api-pro-76f59e,ServiceCreated,Job,ci-runner,ubuntu:22.04,False,False,False,0,39,True,1472m,2754Mi,corr-50ec7905f7fa4417
k8s-ff6adc82a80e,2024-06-26T11:39:15Z,cicd,batch-cic-a1681a,PodCreated,HPA,default,node:20-alpine,False,False,False,0,3,True,1011m,2921Mi,corr-a7534a004a7c4541
k8s-708ec0e460cf,2024-06-22T10:39:27Z,analytics,cache-ana-e6c282,DeploymentCreated,None,admin-sa,redis:7,True,True,False,0,7,True,1945m,1154Mi,corr-4de01b77ce5540a6
k8s-30166376c13a,2024-06-29T10:35:09Z,dev,linter-dev-35ad68,RoleBindingCreated,HPA,analytics-sa,ubuntu:22.04,False,False,False,0,52,True,1921m,3838Mi,corr-ac51771f8ab042bb
k8s-892eb6895acf,2024-06-17T11:01:27Z,analytics,cache-ana-ae48b3,ConfigMapCreated,None,ci-runner,ci-runner:latest,False,False,False,0,60,True,1876m,1088Mi,corr-a498af0aade649b6
k8s-e2f863e431a4,2024-06-03T15:39:31Z,production,linter-pro-c4bbf8,PodCreated,Job,debug-sa,prometheus:v2.45,False,False,False,0,59,True,365m,1659Mi,corr-eed29d4b691a40b9
k8s-3c0203493b42,2024-06-18T17:27:33Z,dev,db-migrate-dev-846b45,DeploymentCreated,Deployment,default,ubuntu:22.04,False,False,False,0,40,True,1751m,451Mi,corr-2b7a0af6cbc54c02
k8s-03b1d743a3f8,2024-06-12T17:36:03Z,cicd,builder-cic-7d81a8,DeploymentCreated,Deployment,admin-sa,ubuntu:22.04,False,False,False,0,88,True,732m,401Mi,corr-440da9cee94f41eb
k8s-ff1d9720d1c6,2024-06-08T16:55:47Z,staging,test-runner-sta-155131,PodCreated,Job,deploy-sa,python:3.11-slim,False,False,False,0,10,True,124m,274Mi,corr-635444d4e8a44eb4
k8s-fe188d26d90a,2024-06-30T15:07:33Z,monitoring,db-migrate-mon-18f5a6,PodDeleted,HPA,monitor-sa,prometheus:v2.45,False,False,False,0,17,True,137m,250Mi,corr-40217d61334147b6
k8s-847c0fb43294,2024-06-15T10:51:33Z,production,linter-pro-0d8ea4,ClusterRoleBindingCreated,HPA,admin-sa,prometheus:v2.45,False,False,False,0,29,True,242m,3838Mi,corr-e358262a47784161
k8s-3c003338e84c,2024-06-09T17:58:27Z,production,batch-pro-7242f9,DeploymentCreated,CronJob,admin-sa,node:20-alpine,False,False,False,0,58,True,808m,2422Mi,corr-ce2b07b9979a45aa
k8s-d54021b88af4,2024-06-28T13:34:55Z,cicd,linter-cic-80b105,PodDeleted,HPA,admin-sa,ubuntu:22.04,False,False,False,0,16,True,309m,1206Mi,corr-7f33328414f147b7
k8s-961bd26d0eff,2024-06-19T09:16:50Z,monitoring,api-mon-8893cd,PodDeleted,Deployment,deploy-sa,golang:1.21,False,False,False,0,16,True,794m,2032Mi,corr-adddd5dce0844b3d
k8s-fe16c4e208a2,2024-06-18T14:34:41Z,analytics,test-runner-ana-6a6024,PodDeleted,None,ci-runner,golang:1.21,False,False,False,0,60,True,986m,443Mi,corr-1ba9b2d295014a8a
k8s-c1b56c91dfda,2024-06-11T13:31:37Z,cicd,analytics-cic-b256d6,ConfigMapCreated,Deployment,default,grafana:10.0,False,False,False,0,6,True,1695m,322Mi,corr-9f1bdb92d22a4b77
k8s-fa9f9505883c,2024-06-11T15:47:00Z,dev,cache-dev-b3ac0a,PodDeleted,HPA,admin-sa,redis:7,False,False,False,0,16,True,1891m,3819Mi,corr-885e357341254549
k8s-9b5431163aeb,2024-06-27T10:03:03Z,dev,builder-dev-42590e,ConfigMapCreated,Deployment,deploy-sa,ci-runner:latest,False,False,False,0,70,True,1512m,2161Mi,corr-4a6005861fe3428b
k8s-86fa0862e152,2024-06-23T09:19:56Z,monitoring,scanner-mon-f30390,DeploymentCreated,CronJob,monitor-sa,redis:7,False,False,False,0,47,True,198m,2308Mi,corr-92d9f7a4ec764cad
k8s-8e3fd0831cd1,2024-06-22T13:02:01Z,analytics,analytics-ana-4500ec,PodDeleted,HPA,monitor-sa,custom-app:v2.1,False,False,False,0,13,True,627m,2683Mi,corr-2c3d5ebea13c40b7
k8s-c63103bcbf22,2024-06-12T16:03:33Z,production,cache-pro-960daa,ServiceCreated,Job,ci-runner,ubuntu:22.04,False,False,False,0,80,True,1125m,256Mi,corr-dcdb56590d034328
k8s-082b54df6ac4,2024-06-20T04:32:48Z,monitoring,worker-mon-be7286,ClusterRoleBindingCreated,None,admin-sa,grafana:10.0,False,False,False,0,30,True,1600m,1877Mi,corr-f92d53bb7b354933
k8s-e646eab39b1e,2024-06-25T14:10:49Z,production,scanner-pro-ddfdfa,PodDeleted,CronJob,debug-sa,grafana:10.0,False,False,False,0,21,True,192m,728Mi,corr-be2775e0230443b5
k8s-3c2588724768,2024-06-15T17:58:57Z,staging,analytics-sta-f2712b,PodCreated,Deployment,monitor-sa,node:20-alpine,False,False,False,0,82,True,856m,1260Mi,corr-11b1653eb9fe424f
k8s-02413109660c,2024-06-30T09:06:13Z,monitoring,api-mon-f01270,SecretMounted,Job,analytics-sa,prometheus:v2.45,False,False,False,0,42,True,453m,380Mi,corr-c0617e0e69d744d5
k8s-b46fb7d3d78d,2024-06-17T11:03:05Z,staging,test-runner-sta-305206,PodCreated,Job,ci-runner,ubuntu:22.04,False,False,False,0,15,True,184m,3733Mi,corr-d53e4ceee9a249c2
k8s-e72b79d799d7,2024-06-30T09:22:48Z,monitoring,cache-mon-4f410b,PodCreated,Deployment,debug-sa,ci-runner:latest,False,False,False,0,50,True,1643m,3282Mi,corr-28e12edbe46d4425
k8s-e1a50610d4c0,2024-06-09T11:28:02Z,production,analytics-pro-f8928e,PodCreated,None,admin-sa,prometheus:v2.45,False,False,False,0,54,True,112m,664Mi,corr-b76d6c61c5664bff
k8s-807fb8ade833,2024-06-18T14:01:42Z,staging,worker-sta-5d234c,PodCreated,Deployment,monitor-sa,redis:7,False,False,False,0,4,True,550m,2120Mi,corr-562f4264896f4929
k8s-ec25592ccb18,2024-06-11T17:52:40Z,cicd,worker-cic-8840fd,ClusterRoleBindingCreated,StatefulSet,monitor-sa,golang:1.21,False,False,False,0,38,True,1912m,149Mi,corr-ffc2f49a7ad64aa5
k8s-842dbf2b9327,2024-06-02T09:32:50Z,monitoring,test-runner-mon-387a5d,PodCreated,HPA,default,ubuntu:22.04,False,False,False,0,15,True,1332m,836Mi,corr-1ec0fbda6ebc4631
k8s-e9a17349e4f6,2024-06-22T14:52:42Z,staging,batch-sta-c04e84,SecretMounted,Deployment,default,custom-app:v2.1,False,False,False,0,33,True,1415m,567Mi,corr-fb71add8575340e0
k8s-3d7a43a6c11c,2024-06-25T10:25:17Z,analytics,worker-ana-593095,PodDeleted,Deployment,debug-sa,ubuntu:22.04,False,False,False,0,84,True,1503m,1924Mi,corr-ce68c546225342a8
k8s-86a6e8368e68,2024-06-03T14:07:26Z,monitoring,analytics-mon-145805,PodDeleted,Job,admin-sa,grafana:10.0,False,False,False,0,14,True,1936m,1672Mi,corr-678633928b304746
k8s-f9f511a75846,2024-06-30T13:49:59Z,staging,builder-sta-ad6302,PodCreated,Job,ci-runner,custom-app:v2.1,False,False,False,0,6,True,1988m,3575Mi,corr-7eeed06b9b994c67
k8s-0696837c088f,2024-06-08T14:03:36Z,production,batch-pro-f432d7,PodDeleted,Deployment,analytics-sa,nginx:1.25,False,False,False,0,29,True,1245m,1566Mi,corr-f9d735809d2945e7
k8s-18b02fe53eb1,2024-06-11T17:22:23Z,cicd,batch-cic-33c6c0,SecretMounted,Deployment,deploy-sa,custom-app:v2.1,False,False,False,0,29,True,1003m,2222Mi,corr-5f82c1630aec4b9b
k8s-335b139552bd,2024-06-13T14:56:06Z,production,builder-pro-c2de6e,SecretMounted,HPA,default,golang:1.21,False,False,False,0,60,True,1087m,1500Mi,corr-834b8f5ebc5c4fb7
k8s-98859d287b0a,2024-06-18T12:54:46Z,staging,cache-sta-4fea96,PodCreated,Job,ci-runner,node:20-alpine,False,False,False,0,88,True,1474m,1699Mi,corr-fcdc1534d90743d3
k8s-90ad1e18762a,2024-06-11T16:56:50Z,analytics,cache-ana-c0ad1c,PodDeleted,Job,default,custom-app:v2.1,False,False,False,0,24,True,1868m,3222Mi,corr-fad3ba8ed7c64ee9
k8s-78584b9d9d48,2024-06-22T17:30:04Z,dev,db-migrate-dev-87f2ad,ServiceCreated,HPA,analytics-sa,ci-runner:latest,False,False,False,0,27,True,621m,1379Mi,corr-7f09ecb699184c8c
k8s-6ffa8c2c88ec,2024-06-03T10:00:09Z,analytics,scanner-ana-0e941a,PodCreated,Deployment,analytics-sa,prometheus:v2.45,False,False,False,0,9,True,496m,759Mi,corr-86bfb2994a2449ee
k8s-4cca4db89f99,2024-06-01T10:17:36Z,monitoring,api-mon-61aaa9,ServiceCreated,HPA,deploy-sa,custom-app:v2.1,False,False,False,0,47,True,513m,953Mi,corr-3d03013dab774191
k8s-39420bcc563c,2024-06-13T17:24:05Z,cicd,cache-cic-cddaa9,PodCreated,Job,deploy-sa,python:3.11-slim,False,False,False,0,18,True,1313m,3441Mi,corr-425d2a32f6d14676
k8s-e3802429d29a,2024-06-13T15:01:18Z,dev,linter-dev-55368f,RoleBindingCreated,Deployment,default,ci-runner:latest,False,False,False,0,89,True,1464m,607Mi,corr-98b3d3904965487d
k8s-1277c195f8ce,2024-06-22T12:10:24Z,production,batch-pro-83b472,RoleBindingCreated,Deployment,debug-sa,ubuntu:22.04,False,False,False,0,58,True,833m,884Mi,corr-b620d5cf63f7422c
k8s-f3fcae1a5630,2024-06-06T17:19:26Z,monitoring,scanner-mon-29094b,ServiceCreated,Job,admin-sa,grafana:10.0,False,False,False,0,32,True,1825m,3447Mi,corr-be03072ab9544c59
k8s-f62c4ee803cd,2024-06-23T12:25:17Z,cicd,scanner-cic-03f77c,PodCreated,HPA,admin-sa,golang:1.21,False,False,False,0,14,True,757m,971Mi,corr-f11d7cbc07cd47fe
k8s-11e4069cc4a6,2024-06-08T15:35:26Z,monitoring,linter-mon-2a8ae2,PodDeleted,Deployment,debug-sa,ci-runner:latest,False,False,False,0,14,True,539m,1785Mi,corr-4cfe8b8c0b884cfd
k8s-05d416613789,2024-06-01T11:32:03Z,cicd,builder-cic-20d84e,PodDeleted,CronJob,analytics-sa,grafana:10.0,False,False,False,0,7,True,1489m,1498Mi,corr-c81aed360ba74ba8
k8s-2ab3c47e9d09,2024-06-29T12:04:54Z,staging,test-runner-sta-2e3e7c,DeploymentCreated,Deployment,ci-runner,node:20-alpine,False,False,False,0,15,True,167m,1320Mi,corr-15d805bc98e54882
k8s-0c5d1a0034c3,2024-06-17T15:54:11Z,monitoring,test-runner-mon-959a16,ServiceCreated,HPA,default,custom-app:v2.1,False,False,False,0,22,True,154m,2785Mi,corr-76d2956c2e3640fe
k8s-14fdccb80877,2024-06-11T11:33:11Z,monitoring,scanner-mon-9f6293,ClusterRoleBindingCreated,HPA,ci-runner,custom-app:v2.1,False,False,False,0,38,True,1498m,3804Mi,corr-d053461a246549aa
k8s-94b9ca569af0,2024-06-08T14:14:51Z,analytics,cache-ana-0c3a29,RoleBindingCreated,HPA,ci-runner,ubuntu:22.04,False,False,False,0,78,True,149m,4005Mi,corr-845010b6b529436f
k8s-d1cce49b44eb,2024-06-02T14:38:58Z,production,cache-pro-a7dc83,PodDeleted,HPA,ci-runner,redis:7,False,False,False,0,11,True,1454m,4007Mi,corr-35f4b41694b34da3
k8s-385114020350,2024-06-23T14:03:58Z,monitoring,db-migrate-mon-1e6353,PodCreated,HPA,deploy-sa,nginx:1.25,False,False,False,0,20,True,1533m,3642Mi,corr-8ebd2184c1554ff2
k8s-0bd5d95e9d28,2024-06-09T14:31:24Z,analytics,test-runner-ana-d7fd89,ServiceCreated,Job,admin-sa,ci-runner:latest,False,False,False,0,38,True,248m,3812Mi,corr-123f849eae4f4de6
k8s-d497bc54478d,2024-06-17T09:27:51Z,analytics,cache-ana-8b2c37,DeploymentCreated,Deployment,ci-runner,python:3.11-slim,False,False,False,0,57,True,1526m,2323Mi,corr-7c5df08f0c1e4771
k8s-ae4b0c4c1433,2024-06-06T09:23:04Z,analytics,scanner-ana-820a79,PodDeleted,CronJob,admin-sa,ubuntu:22.04,False,False,False,0,12,True,872m,439Mi,corr-ceeb147d64cf4049
k8s-896071f24382,2024-06-04T09:48:04Z,monitoring,cache-mon-8c1086,PodDeleted,Deployment,admin-sa,nginx:1.25,False,False,False,0,20,True,212m,3572Mi,corr-66b1590723574827
k8s-f9f6b20f3f35,2024-06-18T14:34:21Z,staging,scanner-sta-14268c,PodDeleted,Deployment,default,python:3.11-slim,False,False,False,0,35,True,710m,3553Mi,corr-52885a8329164106
k8s-f04c6b5db65c,2024-06-07T09:11:38Z,production,builder-pro-a46b44,ServiceCreated,None,admin-sa,grafana:10.0,True,True,True,31857,7,True,1800m,1506Mi,corr-19217419c4224280
k8s-3ecf681d16f9,2024-06-17T10:19:14Z,staging,analytics-sta-fe13d4,DeploymentCreated,Deployment,ci-runner,ubuntu:22.04,False,False,False,0,20,True,1855m,2866Mi,corr-1a7faf483baf49cf
k8s-f4595df32a47,2024-06-25T12:01:01Z,staging,api-sta-5f7a97,PodDeleted,Deployment,monitor-sa,grafana:10.0,False,False,False,0,64,True,1787m,1720Mi,corr-db2a07186b614ab6
k8s-e8c0ae61e9ec,2024-06-21T16:58:59Z,production,batch-pro-31bbc7,ClusterRoleBindingCreated,Job,default,custom-app:v2.1,False,False,False,0,57,True,347m,4095Mi,corr-5ee4cf8f23fd4296
k8s-95b5d9ab736c,2024-06-06T10:26:32Z,production,builder-pro-38765f,PodCreated,CronJob,deploy-sa,nginx:1.25,False,False,False,0,4,True,323m,964Mi,corr-e85dd4317499410a
k8s-77a65b3edd43,2024-06-15T10:23:12Z,analytics,worker-ana-fa6ea1,PodDeleted,Deployment,analytics-sa,prometheus:v2.45,False,False,False,0,20,True,1487m,2049Mi,corr-8299d0a56ad348d8
k8s-4f1c040ee7eb,2024-06-28T11:11:21Z,cicd,linter-cic-b5f929,ServiceCreated,Deployment,debug-sa,golang:1.21,False,False,False,0,56,True,1321m,2016Mi,corr-a0cfb47d6acd4766
k8s-51c8557c8dc6,2024-06-18T15:50:30Z,production,batch-pro-0091d1,PodDeleted,Job,analytics-sa,prometheus:v2.45,False,False,False,0,3,True,980m,1847Mi,corr-fddc821e75a84f62
k8s-47bea27955af,2024-06-14T09:18:33Z,dev,scanner-dev-58c986,ServiceCreated,HPA,default,ubuntu:22.04,False,False,False,0,74,True,1920m,1418Mi,corr-980fb2cc070d446b
k8s-e08fe96732dc,2024-06-30T13:59:48Z,cicd,cache-cic-108207,DeploymentCreated,Job,debug-sa,golang:1.21,False,False,False,0,40,True,1252m,261Mi,corr-e7a17d118f1b4e57
k8s-fdfcee0c6ae7,2024-06-06T16:23:22Z,analytics,test-runner-ana-ebf525,SecretMounted,HPA,analytics-sa,nginx:1.25,False,False,False,0,35,True,1365m,1510Mi,corr-3efcc723d82d497e
k8s-f42d24f2a2b9,2024-06-11T13:59:14Z,monitoring,batch-mon-5a8caf,PodDeleted,CronJob,ci-runner,golang:1.21,False,False,False,0,13,True,450m,869Mi,corr-29585f958ae34a13
k8s-bcc4da74404e,2024-06-19T09:34:59Z,cicd,scanner-cic-0babe7,DeploymentCreated,Job,analytics-sa,prometheus:v2.45,False,False,False,0,55,True,218m,2412Mi,corr-52d3aecae7bd43e4
k8s-05cee4da0bc6,2024-06-07T13:38:26Z,monitoring,cache-mon-ba7cbd,RoleBindingCreated,Deployment,analytics-sa,node:20-alpine,False,False,False,0,85,True,1041m,293Mi,corr-546be53b0bc2432c
k8s-6bc7cbe1e8fb,2024-06-16T15:28:21Z,monitoring,linter-mon-93b55c,PodCreated,HPA,admin-sa,ubuntu:22.04,False,False,False,0,10,True,1735m,2691Mi,corr-20fa24d18b204d37
k8s-6e65389cfd81,2024-06-23T14:11:27Z,analytics,test-runner-ana-e2e94f,ServiceCreated,Deployment,admin-sa,prometheus:v2.45,False,False,False,0,39,True,1186m,2318Mi,corr-782120aba1864544
k8s-176ccbaf9bb0,2024-06-21T13:43:24Z,dev,batch-dev-843ad7,PodCreated,CronJob,deploy-sa,golang:1.21,False,False,False,0,20,True,1988m,1508Mi,corr-7e9fded3593b456d
k8s-38037586c91d,2024-06-02T15:07:55Z,dev,worker-dev-fc922d,PodDeleted,HPA,analytics-sa,node:20-alpine,False,False,False,0,90,True,1001m,2897Mi,corr-91fbf0ec1f1e4e2c
k8s-e5a72ccee351,2024-06-20T14:10:49Z,staging,api-sta-d47f25,PodCreated,HPA,analytics-sa,golang:1.21,False,False,False,0,15,True,1919m,1668Mi,corr-e7547031a9004313
k8s-cb375f0ca7ac,2024-06-27T11:15:08Z,dev,test-runner-dev-f5c179,ConfigMapCreated,None,default,redis:7,False,False,False,0,37,True,893m,2557Mi,corr-e9ded130731e442a
k8s-b364fa3b05bf,2024-06-03T13:22:09Z,analytics,linter-ana-5b7774,ClusterRoleBindingCreated,HPA,ci-runner,ubuntu:22.04,False,False,False,0,27,True,1435m,4000Mi,corr-5b71ebd33199498c
k8s-4d149aec88cd,2024-06-15T10:57:37Z,cicd,builder-cic-b3d09d,ConfigMapCreated,Job,ci-runner,grafana:10.0,False,False,False,0,52,True,1682m,238Mi,corr-465a09cc1414453e
k8s-8e6c333701d5,2024-06-01T17:56:15Z,monitoring,worker-mon-e1de3c,ClusterRoleBindingCreated,Job,analytics-sa,python:3.11-slim,False,False,False,0,78,True,1873m,3298Mi,corr-6d84b8a23712493e
k8s-c9c9103d304e,2024-06-14T10:19:39Z,analytics,scanner-ana-7a9e0b,DeploymentCreated,CronJob,debug-sa,python:3.11-slim,False,False,False,0,57,True,591m,3094Mi,corr-3f76f1e56ff44a8e
k8s-bf78c5011adb,2024-06-05T10:10:30Z,production,worker-pro-06915f,PodCreated,HPA,debug-sa,node:20-alpine,False,False,False,0,7,True,998m,2167Mi,corr-ef0c3d424eba4b7b
k8s-d70098c11001,2024-06-13T14:11:53Z,cicd,cache-cic-c5a49b,PodCreated,DaemonSet,ci-runner,grafana:10.0,False,False,False,0,45,True,1867m,3438Mi,corr-8f27b5d0fc8540d9
k8s-87bda9e3440f,2024-06-27T10:02:49Z,staging,linter-sta-a3ff6b,PodCreated,Deployment,ci-runner,nginx:1.25,False,False,False,0,8,True,1690m,1425Mi,corr-5372df0e49f14369
k8s-c26301fc53d3,2024-06-29T13:18:19Z,dev,db-migrate-dev-4a9eff,PodCreated,Job,monitor-sa,node:20-alpine,False,False,False,0,17,True,1444m,2069Mi,corr-48aa55370a144889
k8s-73d2a7b187eb,2024-06-01T16:18:02Z,dev,api-dev-8d9b86,RoleBindingCreated,Job,monitor-sa,node:20-alpine,False,False,False,0,13,True,137m,1166Mi,corr-98a28ff25fee4f4b
k8s-9da5213ba834,2024-06-13T15:26:52Z,analytics,cache-ana-3eb255,ServiceCreated,HPA,debug-sa,ci-runner:latest,False,False,False,0,80,True,439m,2009Mi,corr-226f1db5e5fe40bf
k8s-1df0321b2f63,2024-06-07T09:27:08Z,cicd,api-cic-3cd818,PodDeleted,CronJob,monitor-sa,node:20-alpine,False,False,False,0,6,True,124m,739Mi,corr-2e345599e5244fb7
k8s-f5b3a081d7fb,2024-06-14T13:56:12Z,dev,test-runner-dev-1f6a61,PodDeleted,Job,monitor-sa,python:3.11-slim,False,False,False,0,46,True,978m,1137Mi,corr-686c9ee78de64df8
k8s-87a923574e0e,2024-06-26T16:00:06Z,staging,linter-sta-179d5e,ServiceCreated,Deployment,analytics-sa,custom-app:v2.1,False,False,False,0,48,True,973m,2226Mi,corr-c800ddc02ccc4875
k8s-fc7d334a4846,2024-06-20T15:29:42Z,cicd,linter-cic-9dec0c,PodCreated,HPA,admin-sa,prometheus:v2.45,False,False,False,0,8,True,1014m,685Mi,corr-79abab97ac774ce9
k8s-d301d6fd8555,2024-06-15T16:54:17Z,dev,builder-dev-978cf0,ClusterRoleBindingCreated,CronJob,ci-runner,ubuntu:22.04,False,False,False,0,15,True,317m,3813Mi,corr-657b5c9760254f15
k8s-d4e84b46f2ce,2024-06-27T14:07:32Z,staging,test-runner-sta-4772e7,ConfigMapCreated,Job,monitor-sa,python:3.11-slim,False,False,False,0,60,True,508m,307Mi,corr-485a627933b84007
k8s-c2eaf1cd8c37,2024-06-22T11:36:44Z,staging,scanner-sta-a14069,PodCreated,HPA,monitor-sa,python:3.11-slim,False,False,False,0,25,True,1090m,3604Mi,corr-bf3aa83aea364a40
k8s-c92074c2c43c,2024-06-06T13:33:03Z,cicd,linter-cic-e3e37b,PodDeleted,Job,deploy-sa,prometheus:v2.45,False,False,False,0,3,True,1663m,3643Mi,corr-d81cbc6256a74cee
k8s-09af31ff71b4,2024-06-22T17:14:49Z,cicd,linter-cic-2e5cad,RoleBindingCreated,CronJob,debug-sa,nginx:1.25,False,False,False,0,57,True,1940m,430Mi,corr-2fa77cbef9ff4b71
k8s-88f1ad5ae6da,2024-06-18T13:03:53Z,staging,worker-sta-b5e352,DeploymentCreated,Job,default,prometheus:v2.45,False,False,False,0,20,True,1162m,916Mi,corr-42cc7557f7564b18
k8s-0790a83d9488,2024-06-06T11:30:29Z,monitoring,db-migrate-mon-b5f05e,RoleBindingCreated,Job,monitor-sa,node:20-alpine,False,False,False,0,48,True,346m,216Mi,corr-9a7f73afca754f1b
k8s-2cd0699033f2,2024-06-21T12:26:33Z,analytics,builder-ana-3db265,PodDeleted,Job,admin-sa,nginx:1.25,False,False,False,0,11,True,493m,3850Mi,corr-259313749df841dc
k8s-b8f6a346a3bc,2024-06-22T16:36:07Z,monitoring,builder-mon-af1734,PodCreated,Deployment,deploy-sa,nginx:1.25,False,False,False,0,17,True,702m,1897Mi,corr-898b35c87c00422b
k8s-16a7bedbd971,2024-06-26T09:06:56Z,production,linter-pro-2acc51,PodCreated,Deployment,default,prometheus:v2.45,False,False,False,0,49,True,207m,2283Mi,corr-db26da3e468f48ed
k8s-64c709cb0a16,2024-06-25T11:25:55Z,production,scanner-pro-a3c07f,PodCreated,Deployment,debug-sa,golang:1.21,False,False,False,0,44,True,1287m,363Mi,corr-3a61f0d736dd4df0
k8s-beddf48bbd06,2024-06-18T13:44:01Z,analytics,batch-ana-daed52,ClusterRoleBindingCreated,Deployment,monitor-sa,custom-app:v2.1,False,False,False,0,4,True,1440m,1752Mi,corr-687c8f46681d44a2
